textid	text	condition	label
213	“IT’S A WAR!”…Armed Illegal Aliens Are Running Farmers “Off Their Own Property”…While OBAMA’S “Folks” RIOT For Illegal Alien Rights [VIDEO]	news	1
214	LEFTIST BABYSITTING SERVICE Allows Parents To Riot, Protest, Bully Trump Supporters While Kids Are Indoctrinated At Home	news	1
215	KARMA! AG JEFF SESSIONS FIRES OBAMA-APPOINTED DOJ LAWYER Who Targeted Dinesh D’Souza	news	1
216	LOVE AT FIRST LEAK! Former “Baywatch” Star Pamela Anderson Becomes Regular Visitor Of Wikileaks Founder Julian Assange: “I think he’s quite sexy”	news	1
217	“GYNECOLOGY WITHOUT BORDERS” Group Releases GUT-WRENCHING Study: 70% Of Female Refugees Raped, Beaten Or Victims Of Sexual Abuse	news	1
218	CANCER PATIENT Mocked By Leftist Comedian As Trump “Nazi” Gets The Last Laugh [Video]	news	1
219	U.S. Debt DECREASED By $68 BILLION In First Month Of Trump Presidency…Guess Who DOUBLED U.S. Debt During 8 Years In Office?	news	1
220	FORMER DEMOCRAT WARNS Young Americans: “Rioters are being manipulated by big government forces who need them to regain political power” [VIDEO]	news	1
221	BOOM! Hey Democrats….Why The Violent Riots? YOUNG AMERICAN Proves Dems Really Don’t Care About Jobs, Helping Minorities or Women [VIDEO]	news	1
222	MIKE HUCKABEE SCORCHES THE PRESS: “Grow up!…Start acting like journalists” [Video]	news	1
223	COLLEGE STUDENTS Who Wanted You To Pay For Their Education Make STUNNING Admissions About How They Spend Student Loan Money	news	1
224	OUCH! Things Take Ugly Turn For MATT LAUER When He Tries To Get George W. Bush To Blame Trump For Division: “When I was President, you mattered a lot more” [VIDEO]	news	1
225	JUDGE NAPOLITANO: Samsung Allowed British Intelligence to Spy on Americans Through Their TV’s [Video]	news	1
226	BREAKING! Refugee Terrorist Coverup: Obama’s DOJ Aided IRAQI REFUGEE Terror Suspect To Allegedly Deny Campaign Momentum To Trump [VIDEO]	news	1
227	IRONY ALERT! DC’S DAY WITHOUT WOMEN Literally Led By A Man…Event Turns Into Anti-Trump Rally: “He is wrong. We have to stop him.” [Video]	news	1
228	LOL! LIBERAL OHIO ACTIVIST GOES TO JAIL For 13 Counts Of Felony Voter Fraud…One Year After Falsely Accusing Elections Board Of Voter Fraud [VIDEO]	news	1
229	CNN Anchor Asks Van Jones To Take Back His Praise For President Trump…Viewers Are STUNNED By His Response [VIDEO]	news	1
230	LOUDMOUTH CELEBRITIES Forced To EAT CROW After Hurling Vile Insults At Ben Carson Over “Immigrant” Remarks…WFB Releases VIDEO Of Obama Saying Same Thing In 2015	news	1
231	“WOODY” KAINE One Of Six ARRESTED After Peaceful Pro-Trump Supporters Were Attacked By VIOLENT RIOTERS At MN State Capitol [VIDEO]	news	1
232	CONSERVATIVES FIGHT BACK Against Proposed “Obamacare Lite”…DEMAND Full Repeal Of Obamacare	news	1
233	BOYCOTT BACKFIRES! Ivanka Trump Clothing Line Reports Record Sales	news	1
234	SLEEZY DEMOCRAT SENATOR Caught Fabricating Story About FBI Having Proof Trump Colluded With Russians In Election [VIDEO]	news	1
235	TRUMP SAYS “YES” To Federal Funding For Planned Parenthood…Under One Condition…And You’re Gonna Love It!	news	1
236	REMEMBER WHEN Democrats, Media Mocked Betsy DeVos For Suggesting Schools May Need Guns To Protect Against Bears?…Look What Just Happened!	news	1
237	CNN CUTS FEED Of CONGRESSMAN As Soon As He Speaks About Refugee Crime…Anchor Claims It’s “TV Gremlins” [Video]	news	1
238	HOW #BasedStickMan Became A Super-Hero To The Right After Fighting Back Against Violent Democrats In Berkeley [VIDEO]	news	1
239	SHE’S GOT THE SCOOP! CATHERINE HERRIDGE: “Obama Put His Hands On The Scales Of Justice” [Video]	news	1
240	REPUBLICAN SENATOR Sends Letter to FBI Director Questioning FBI Relationship to British Spy Who Investigated Trump	news	1
241	CHILLING! FOX REPORTER JAMES ROSEN Recounts Being Spied on by the Obama Mafia [Video]	news	1
242	MIKE HUCKABEE: “Somebody Needs To Go To Prison Over This…Worse Than A Mafia Shakedown”…How Obama Funneled Billions Of YOUR Tax Dollars To Radical Liberal Groups [VIDEO]	news	1
243	TUCKER CARLSON Defends Trump’s Wiretapping Allegation Against Obama: “The Press Is Willfully Ignoring The Truth…This Stuff Does Happen…They’re Lying About It” [VIDEO]	news	1
244	MAXINE WATERS: Obama’s Left A “very, very powerful” database in place…”Will have information about EVERYTHING…on EVERY INDIVIDUAL in ways that it’s never been done before” [VIDEO]	news	1
245	WIKILEAKS REMINDS THE WORLD: “Obama has a history of tapping & hacking his friends and rivals”	news	1
246	WAKE-UP CALL! IRANIAN REFUGEE Warns The West: “I’m beginning to get really scared…’Islamofascism’ always starts with unification of Left and Islamists” [VIDEO]	news	1
247	LOL! CHUCKIE SCHUMER WARNS TRUMP Is “In Trouble” For Accusing Obama Of Wiretapping Trump Towers…What Schumer Says Next Is HILARIOUS!	news	1
248	THIS IS HUGE! Trump Suspends Expedited H1-B Visas for Foreign Workers…America First! [Video]	news	1
249	MARK LEVIN Outlines Evidence Of Spying By Obama On Trump: “The evidence is overwhelming!” [Video]	news	1
250	UNBELIEVABLE PHOTOS Show How The Media Is Hiding The Biggest Story Of Our Time: The Rise Of The Violent, Anti-American Democrat Party	news	1
251	ANTI-TRUMP ANARCHIST Explains Why She Hates Capitalism…Proves She’s A Clueless Moron [Video]	news	1
252	DOES NANCY NEED MEDICAL ATTENTION? Watch As Nancy Pelosi Stumbles Over Everyday Words A 3rd Grader Can Pronounce [VIDEO]	news	1
253	MADNESS IN BERKELEY: Anarchists Clash With Trump Supporters At Pro-Trump Rally: “That guy got hit in the head really hard” [Video]	news	1
254	PA RESTAURANT Forced To CLOSE After ICE Sweep Nabs Illegal Workers…Attorney For Illegals Has UNBELIEVABLE Response	news	1
255	LORETTA LYNCH Makes Disturbing VIDEO Encouraging Dems To Fight Back Like Those Before Us: “They’ve Marched…They’ve Bled…And Yes, Some Have Died…We Did This Before…We Can Do This Again!”	news	1
256	MUSLIM ATHLETE Given “Hero’s Welcome” ARRESTED For Sexual Abuse Of 12-Yr Old Girl After Senator Schumer Helped Him Get Around U.S. Visa Denial	news	1
257	PRESIDENT TRUMP: “Terrible. Just Found Out That Obama Had My ‘Wires Tapped’ In Trump Tower Just Before The Victory…This Is McCarthyism!”	news	1
258	HASTA LA VISTA Arnold! Guy Whose Affair With Housekeeper Produced Son, Destroyed 25 Yr. Marriage Says Trump Has Too Much “Baggage”…. Quits Celebrity Apprentice	news	1
259	BUSTED! NANCY PELOSI Claims No Meeting With Russian Ambassador…Photo From 2010 Proves Otherwise! [Video]	news	1
260	ULTIMATE HYPOCRITES! RUSSIAN Ambassador Visited Obama’s White House 6 TIMES During Hillary’s Uranium Deal…Bill Clinton Bagged $500K Speaking Fee In Moscow [VIDEO]	news	1
261	WATCH: G.W. BUSH Gushes Over Kimmel’s Anti-Trump Oscar’s Monologue…Refused To Speak Out Against Obama, It’s Not “good for the country to have a former president undermine a current president”	news	1
262	RACIST LIBERAL REPORTER Arrested In Connection With 8 Jewish Community Center Bomb Threats…Blames “Nasty/Racist White Girl” [VIDEO]	news	1
263	NEWT GINGRICH Punches Back At Democrats With Mega Doses Of TRUTH On The BOGUS Russia Scandal: “This is a cultural civil war” [Video]	news	1
264	EXPOSED! OBAMA REGIME Gave MILLIONS US Tax Dollars To RADICAL SOROS GROUPS Used To Take Down Conservative European Nation’s Government	news	1
265	“Very Fake News” CNN PRESIDENT Like Oz Behind The Curtain…Feeds Anti-Trump Questions To Anchors While Interviewing Guests On Live TV [VIDEO]	news	1
266	MULTI-MILLIONAIRE Global-Warming Hypocrites LEONARDO DICAPRIO, Al Gore And Bono Just Got Exactly What They Deserve…And It’s Glorious! [VIDEO]	news	1
267	COMPANY FIRES DEMOCRAT After Receiving Letter From Retired Navy Seal Exposing Him For MOCKING Widow Of Deceased Navy Seal Ryan Owens [VIDEO]	news	1
268	SORRY NANCY! Here’s PROOF Democrats Have NOTHING On Jeff Sessions [VIDEO]	news	1
269	STUNNING STORY The Media And Democrats Hid From Public: How OBAMA’S AG Eric Holder Used TAXPAYER Dollars To Organize Street Mobs Against George Zimmerman, Take Down Police Chief	news	1
270	WHERE’S THE OVERSIGHT? OBAMA FUNNELED BILLIONS to Liberal Groups Through DOJ ‘SLUSH FUND’ [Video]	news	1
271	STUNNING VINTAGE VIDEO Shows BARACK OBAMA Mocking God…The Bible…Where Was This 9 Years Ago?	news	1
272	VALERIE JARRETT JUST MOVED INTO Barack And Michelle Obama’s DC Home…Plans To Help OUST Trump…ERIC HOLDER WARNS: “It’s coming…He’s coming…He’s ready to roll”	news	1
273	BEAU BIDEN’S WIDOW Is Having An Affair…With His Married Brother	news	1
274	MEDIA ATTACKS TRUMP…IGNORES Obama’s Miserable War Legacy: Soldiers Deaths QUADRUPLED Compared To GW Bush Years…Made Soldiers Wait To Be Shot At By Jihadists Before Attacking [VIDEO]	news	1
275	VAN JONES Guarantees 8 Years Of President Trump: “That Was One Of The Most Extraordinary Moments In American Politics You Have Ever Seen…Period” [VIDEO]	news	1
276	HILLARY VOLUNTEER, Obama Supporter Mocks Ryan Owens’ Widow Carryn For “Standing there and clapping like an idiot”	news	1
277	BARACK AND MICHELLE Reportedly Offered $60 MILLION For Memoirs…Wait Till You See Our Exclusive Sneak Peek	news	1
278	HEARTLESS DEMOCRATS Invite Illegals To Taunt Trump During Policy Speech While Trump’s Guests, Parents Of Children Murdered By Illegal Aliens, Endure Their Hate	news	1
279	MICHIGAN City With First MUSLIM-MAJORITY City Council In America Announces “Safe Haven” For Refugees, Immigrants In Schools	news	1
280	BUSTED! OHIO ATTORNEY GENERAL DISCOVERS ILLEGAL ALIEN VOTERS…Calls For Full Investigation [Video]	news	1
281	PRESIDENT TRUMP: Nancy Pelosi Is Helping To Eliminate Democrat Party…”I think she’s incompetent” [VIDEO]	news	1
282	FULL INTERVIEW: PRESIDENT TRUMP Nails It On Immigration, Obamacare, US Military, Jobs And “Incompetent” Nancy Pelosi [Video]	news	1
283	ILLEGAL ALIEN PROTESTERS Yell at Police for Not Shutting Down Pro-Trump Protesters [Video]	news	1
284	LEAKED TAPE Exposes George Soros, Obama GROUP Planning To Infiltrate, DISRUPT Republican Town Hall Meetings, DEMAND Media Attention	news	1
285	Unreal! CNN Anchor Claims Trump Has Committed “Treason”…Former Attorney General Shoots Back: “Where is the crime?” [Video]	news	1
286	LIBS ON TWITTER Go Nuts Over Kellyanne Conway’s Shoes On Couch In Oval Office…They Probably Forgot These Obama Pics…Or What Bill Clinton Did In The Oval Office	news	1
287	SABO…The Most BADASS CONSERVATIVE ARTIST In America Will Be On Tucker Carlson Tonight…Why You Don’t Want To Miss It! [VIDEO]	news	1
288	SHERIFFS SAY They Won’t Allow Officers To Help Feds Enforce Immigration Laws…Judge Jeanine OBLITERATES Them: “You’re too damn dumb to be in law enforcement” [VIDEO]	news	1
289	SERIOUSLY? PRO-ILLEGAL ALIEN Supporters Demand Cops Explain Why They Can’t Physically Attack Trump Supporters [VIDEO]	news	1
290	THE LAW OF UNINTENDED CONSEQUENCES: How Strong Arm Tactics By ANTI-CAPITALIST LEFT Could Destroy Millions Of American Jobs	news	1
291	OSCAR DISASTER: Wrong Best Picture Announced After Night Of Boring Political Speeches…Is The Death of Awards Shows Near? We Hope So! [Video]	news	1
292	HOLLYWOOD DIRECTOR TRIED To Make Political Statement By Wearing Dress From “Majority Muslim Nation” To #Oscars…So We Suggested A More Sharia Compliant Gown	news	1
293	HYSTERICAL! JESSE WATTERS Busts The Idiotic “White Privilege” Trend On Campus: “I don’t necessarily feel it” [Video]	news	1
294	HOLLYWOOD BLVD: PRO-TRUMP #Oscar Rally Gets Ugly When Punches Start Flying…Trump Hating Female Picks On WRONG Woman! [VIDEO]	news	1
295	ACTOR JAMES WOODS SHARES Hair-Raising Video That Shows Real Reason President Trump Refuses To Share In Angela Merkel’s Horrific Legacy	news	1
296	BREITBART’S JOEL POLLACK Brilliantly Shuts Down “The View” Lunatics [Video]	news	1
297	MAJOR COSMETIC Company Announces Plans To Release ANTI-TRUMP Hair Product…#BOYCOTT	news	1
298	UNPRECEDENTED: New York Times To Run 30 Sec Ad During Oscars…Bashing Trump…Defending FAKE News [VIDEO]	news	1
299	WOW! TUCKER AND JESSE Destroy The Liberal Kooks Protesting Trump [Video]	news	1
300	LOL! DEMOCRATS Express Concerns Over Possible Cheating By Democrats In DNC Chair Vote	news	1
301	INDIAN-AMERICAN, Inventor Of Email Announces Run Against FAKE INDIAN, Radical Politician Elizabeth Warren For US Senate Seat	news	1
302	WOW! BARBARA BUSH Will Be Keynote Speaker For Baby-Killing Planned Parenthood Fundraiser	news	1
303	BRITISH COLUMNIST KATIE HOPKINS Has BRUTAL Reaction To “Trans” H.S. Student Beating Girls In Wrestling Matches [VIDEO]	news	1
304	THIS IS OKAY? Loudmouth Entertainer Who Got Milo Kicked Off Twitter: “If I see another 45-year-old white woman from Williamsburg saying ‘black lives matter,’ I’m going to punch you in the mouth”	news	1
305	HILLARY SUPPORTER, PROMINENT LAWYER Alan Dershowitz: If Dems Elect Muslim Keith Ellison To DNC Chair, He’s Leaving Dem Party…”Loyalty To My Country Exceeds Any Loyalty To My Party”	news	1
306	UNREAL! LIBERAL PROTESTERS Scream and Yell During Prayer, Pledge of Allegiance at Republican Town Hall [Video]	news	1
307	WILL VILE LEFTISTS Turn Democrats Away?…WATCH Angry Leftists Openly Bully Americans Engaged In Peaceful Prayer [VIDEO]	news	1
308	SHE’S B-A-A-A-CKKKK!! Hillary Makes Crazy Video Calling Leftist Troops To Join Radicals In FIGHT Against Trump…”Keep Fighting!” [VIDEO]	news	1
309	This Is Great! ONE BRUTAL IMAGE Perfectly Captures The Hypocrisy Of The Left	news	1
310	PRESIDENT TRUMP Turns C-PAC Into T-PAC: “Era of empty talk is over…I’m Not Representing the Globe; I’m Representing Your Country” [VIDEO]	news	1
311	ARRESTED: MUSLIM US ARMY VET Charged With Plotting Terror Attack In US On Behalf Of ISIS	news	1
312	NYT’s RACE-OBSESSED Liberal Columnist GOES NUTS On CNN When Conservative Pundit Touches His Arm [VIDEO]	news	1
313	83 Yr Old Supreme Court Justice Ginsburg Gives Rare Interview To BBC: Talks Retirement…Expresses “Hope” In Anti-Trump Protesters[VIDEO]	news	1
314	ARROGANT DEMOCRAT BILLIONAIRE Whose Father Co-Founded Hyatt Hotels, Tells MEN To Use GIRLS Restrooms To Protest Trump	news	1
315	EXCLUSIVE Post-Election, Liberal Meltdown Explained In One Hilarious Poem: “Ode To Liberal Lunacy”	news	1
316	HUFFINGTON POST PUBLISHES, Then DELETES “Trump Is Absolutely Right About Sweden” Article…But OOPS! It Was Archived…And We’re Happy To Share Its BRUTALLY HONEST Content With You!	news	1
317	FLASHBACK: TWO MUSLIMS Living In US With Criminal Records ATTACK GAY Med Student In DC: If You Were “in my country…you’d be stoned to death…Just like Muhammad commanded” [VIDEO]	news	1
318	BREAKING #CNNLeak…James O’Keefe’s New Undercover Recordings Expose #CNNFakeNews Operatives: “I mean, I’m a little biased”…” I agree. I think it’s dishonest” [Video]	news	1
319	JAMES O’KEEFE Gives #VeryFakeNewsCNN Advance Notice: “A Few Hundred Hours” Of “Secretly Recorded Material” From Inside The Network…#CNNLeaks	news	1
320	WOW! DOCUMENT Shows Teachers How To Teach History After Trump Election…”And Not Get Fired”	news	1
321	OOPS! TRUMP Obsessed John McCain EXPOSED By Wikileaks Begging For Campaign Donations From Russia	news	1
322	TERROR FEARS Keeping Tourists Away From OPEN BORDERS Paris…Costs Economy €1.3 Billion [SHOCKING VIDEOS]	news	1
323	WOW! STERLING HTS, MI CITY COUNCIL Caves On Mega-Mosque Project In Middle Of Christian Neighborhood…Council Member CAUGHT On VIDEO Admitting Mosque Is Part Of “Religious War”	news	1
324	POLICE DEPT CANCELS “HIGH-FIVE” A COP At Elementary School Over Concerns Of Offending “Undocumented Children…Kids Of Color”	news	1
325	Ignorance Gave GITMO Prisoner FREEDOM…UK Gave Him £1 Million…He Repaid Us By Becoming A Human Bomb For ISIS [VIDEO]	news	1
326	“Dear Mr. Trump”…NBC Uses Kids To Make STUNNING Anti-Trump Propaganda VIDEO…PREPARE TO BE SHOCKED!	news	1
327	WHY DID OBAMA APPROVE $418 Million Sale Of U.S. Weapons To Kenya On His Last Day In Office…And Why Was The Contract Awarded To A Firm Who Never Produced One Of These Planes?	news	1
328	OBAMA’S DOJ SUED Michigan City To Allow MEGA-MOSQUE In Majority Christian Residential Neighborhood…Call Jeff Sessions NOW To Stop This Insanity	news	1
329	30 WORKERS FIRED For Skipping Work To Protest On Behalf Of Illegal Immigrants…Calls Employer Who Fired Them A “Racist” [VIDEO]	news	1
330	LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims [VIDEO]	news	1
331	TUCKER CARLSON Defends Trump On Sweden Comment That The Left Went Nuts Over! [Video]	news	1
332	WOW! “‘HALEY’S’ COMET” Just COLLIDED With Hypocritical, Anti-Israel, Terror-Nation Supporting U.N.…And The Results Were Spectacular! [VIDEO]	news	1
333	HILARIOUS! LIBERALS STUNNED When Republican Guest Won’t Play Race-Baiting Game With MSNBC Host…Cuts Off Interview [VIDEO]	news	1
334	AWESOME! HISPANIC TRUMP SUPPORTER Rips Into Pro-Sanctuary City Officials: “I’m a hard core TRUMP supporter” [Video]	news	1
335	CHARLIE DANIELS WARNS LIBERALS: Knock It Off Or “There Will Be Blood In The Streets!”	news	1
336	WATCH THE FIREWORKS! NAACP President FREAKS When He’s Asked If He’d “Be Okay With A Congressional White Caucus? [VIDEO]	news	1
337	AWESOME RANT By African-American Woman Who’s FED UP: “Sanctuary cities are racist!”	news	1
